,2021-12-31,2021酒业盘点丨轮番涨价背后，白酒市场隐现新一轮战局,新京报
1531,2020-10-28,古井贡酒：第三季度净利同比增3.94%,e公司
1532,2020-10-28,古井贡酒：前三季度净利同比下降11.71% 盈利能力下降,格隆汇
1533,2020-10-28,古井贡酒：前三季度净利润同比减少11.71%,Wind
1534,2020-10-28,白酒股集体大涨，古井贡酒逼近涨停，四机构买入2.62亿元,第一财经
1535,2020-10-28,古井贡酒龙虎榜数据（10月28日）,Wind
1536,2020-10-28,古井贡酒大涨9.41%，四机构席位合计买入2.6亿元,Wind
1537,2020-10-28,古井贡酒大涨9.41% 四机构席位合计买入2.6亿元,e公司
1538,2020-10-28,A股收盘综述：上证指数录升0.46%收复五日线未果，创业板、中小板连涨三日,Wind
1539,2020-10-28,【华西食饮】古井贡酒点评报告：强劲基本面驱动业绩回正，中长期逻辑不变,--
1540,2020-10-28,【行情】白酒板块午后发力，金徽酒涨停，山西汾酒、古井贡酒、水井坊、老白干酒纷纷拉升,金十数据
1541,2020-10-28,明星基金经理最新持仓大曝光！,Wind
1542,2020-10-27,明星基金经理最新持股大曝光！,中国基金报
1543,2020-10-26,食品饮料行业：三季报披露进行时 关注优质标的投资机会,新浪
1544,2020-10-26,食品饮料行业周报：关注白酒三季度业绩改善,国海证券
1545,2020-10-26,【方正食饮201025】季报密集披露，业绩波动影响高估值个股,虎哥的研究
1546,2020-10-26,伊力特跌停，贵州茅台、古井贡酒、山西汾酒跌幅维持在4%左右,Wind
1547,2020-10-25,周思考43：9月社零继续回升，洋河三季报拐点已现【中泰食品饮料】,食品饮料俱乐部
1548,2020-10-22,白酒股发力走高 洋河股份一度逼近涨停再创新高,证券时报网
1549,2020-10-19,食品饮料行业周报：酱酒和复合调味品火热 白酒动销和库存改善,国海证券
1550,2020-10-19,【三季度业绩前瞻： 白酒报表环比改善，大众品逐渐恢复常态 —方正食品饮料201019】,虎哥的研究
1551,2020-10-17,白酒行业双节回顾&Q3业绩前瞻：白酒行业回暖明显 高端酒延续稳健发展态势,新浪
1552,2020-10-16,饮料行业-2020秋季糖酒会反馈：行业分化加剧 疫情不改酱香热,新浪
1553,2020-10-16,阿里渠道9月线上数据跟踪点评：白酒行业景气度提升显著，啤酒销量环比下降，给予“看好”评级 盈利能力下降,浙商证券
1554,2020-10-16,白酒板块午盘前再度跳水,Wind
1555,2020-10-16,【行情】白酒概念股持续走低，古井贡酒、顺鑫农业均跌近3%,金十数据
1556,2020-10-16,白酒板块早盘冲高后快速下行,Wind
1557,2020-10-15,酒类食品饮料：从秋糖调研展望行业三年趋势,新浪
1558,2020-10-15,白酒吃香吸引并购目光！走牛6年，未来如何？,Wind
1559,2020-10-14,双节白酒需求提升销售明显超预期 节后白酒股持续表现亮眼,搜狐
1560,2020-10-14,【中原食品饮料】白酒板块上半年业绩回顾及四季度行情展望：关于白酒板块9月份估值回调的分析,中原证券研究所
1561,2020-10-13,洋河两连板创2300亿新高，引爆白酒行情集体“狂欢”！,环球老虎财经
1562,2020-10-13,“喝酒”行情卷土重来！四季度消费板块机会在哪？,中投网
1563,2020-10-13,秋季糖酒会开幕，旺季景气如期而至，白酒股逆势大涨,第一财经
1564,2020-10-13,中泰证券：白酒中秋宴席显著恢复，三季度业绩环比改善,Wind
1565,2020-10-12,古井贡酒成立文化传媒公司,中国白酒网
1566,2020-10-12,旺季景气如期而至，白酒股发力走高，酒鬼酒洋河股份涨停,证券时报网
1567,2020-10-12,民生食品饮料行业周报：短期人事调整无碍燕京延续确定性改善趋势,新浪
1568,2020-10-09,日常消费观点聚焦：食品饮料行业3Q20业绩前瞻及推荐组合更新,新浪
1569,2020-10-08,食品饮料行业点评-中秋旺季白酒动销专题一：上海地区草根调研与经销商反馈,新浪
1570,2020-10-07,安徽“酒王”，虽然卖不起价，却靠中低端成为了销售“一哥”,网易
1571,2020-10-07,食品饮料：酒企迎来业绩分化期，农夫山泉盈利能力稳步提升，维持“看好”评级,浙商证券
1572,2020-10-07,食品饮料行业周报：看好节日旺季利好的白酒板块,国海证券
1573,2020-09-30,第六代献礼版上市，古井转型发展“快”背后的“稳”,中国青年网
1574,2020-09-30,高线光瓶酒“潮涌” 古井贡酒·老瓷贡携势入局,中国日报网
1575,2020-09-30,解盘：资金继续流入，新能源、高价股、品牌龙头领涨,Wind
1576,2020-09-30,消费行业日报：4酒企入选2020中国企业500强榜单,新浪
1577,2020-09-30,白酒股连续拉升，贵州茅台、五粮液、古井贡酒涨超2%,Wind
1578,2020-09-30,利润下滑、收购埋雷 徽酒龙头古井贡酒何去何从？ 盈利能力下降,中国网
1579,2020-09-29,金种子酒逐渐萎缩：产品升级受阻 四年销量下滑72%毛利跌至29% 盈利能力下降,新浪
1580,2020-09-29,【中原食品饮料】白酒板块上半年业绩回顾及四季度行情展望：关于白酒板块9月份估值回调的分析,中原证券研究所
1581,2020-09-29,浙商早知道 | 9月30日,浙商证券研究所
1582,2020-09-28,巨·热点｜节前效应延续 五板块呈现轮动！,巨丰财经
1583,2020-09-28,【方正食饮】行业周报200927：中秋动销反馈良好，舆论短期影响情绪,虎哥的研究
1584,2020-09-28,食品饮料行业周报：酒企旺季渠道维护积极 Q3业绩复苏确定性高,新浪
1585,2020-09-27,酒类食品饮料：品牌拉升战下的“价格热”,新浪
1586,2020-09-27,周思考39：高端酒旺季价格坚挺，徽酒渠道良性恢复【中泰食品饮料】,食品饮料俱乐部
1587,2020-09-27,食品饮料周报(第39周)：高端酒旺季价格坚挺 徽酒渠道良性恢复,新浪
1588,2020-09-27,食品饮料行业周报：五粮液发布高端新品 高端酒旺季趋势向好,新浪
1589,2020-09-27,2分钟读财报|迎驾贡酒H1营收降27%：中低产品占比高 产品升级缓慢 盈利能力下降,新浪
1590,2020-09-23,迎驾贡酒上半年营收下滑27%：中低价产品占比高 产品升级缓慢 盈利能力下降,新浪
1591,2020-09-23,1200亿的光瓶酒市场 这个价位将成为主流,佳酿网
1592,2020-09-23,白酒股纷纷回弹，古井贡酒、山西汾酒、今世缘、贵州茅台翻红,Wind
1593,2020-09-23,口子窖日子不好过，高端白酒卖不动，安徽省内市场腹背受敌,21商评网
1594,2020-09-22,抢收“中秋档”，一大波产品涨价来袭,Wind
1595,2020-09-22,京东超市携手古井贡酒达成全方位战略合作升级 打造酒类行业数字化合作新标杆,中国经济网
1596,2020-09-22,口子窖净利下滑超4成，高端产品“失速”背后面临“十面埋伏” 盈利能力下降,搜狐
1597,2020-09-22,相对优势削弱，机构坚守消费股,Wind
1598,2020-09-22,相对优势削弱 机构坚守消费股,中证报
1599,2020-09-21,古井贡酒战略携手黄山旅游 开启“白酒+旅游”合作新模式,中新网
1600,2020-09-21,晨会0921｜两因素驱动9月下旬中期慢涨,中信证券研究
1601,2020-09-21,酒水行业周报：短期情绪波动不改长期趋势 下周将迎高端酒旺季表现观测窗口,新浪
1602,2020-09-21,A股收盘综述：上证指数缩量下滑0.63%，比亚迪下挫超8%拖累汽车板块,Wind
1603,2020-09-21,【方正食饮】行业周报200920：中秋终端动销启动，保持乐观预期,虎哥的研究
1604,2020-09-21,白酒股集体回调，五粮液、山西汾酒、古井贡酒跌超2%,Wind
1605,2020-09-20,古井贡酒年份原浆秋季开酿大典启幕,中国白酒网
1606,2020-09-18,舍得酒业引狼入室 饮混改“毒药”,斑马消费
1607,2020-09-17,消费行业日报：8月全国规模以上酒企酿酒产量同比-1.44%,新浪
1608,2020-09-17,口子窖业绩“滑铁卢”：高端产品下滑严重 逆势提高销售费用率,新浪
1609,2020-09-17,茅台150亿，吓坏了市场,格隆汇
1610,2020-09-17,A股午盘综述：创业板综指半日跌0.72%，资金热炒半导体和注册制次新股,Wind
1611,2020-09-17,白酒板块跌幅超3%，酒鬼酒、山西汾酒均跌逾5%,Wind
1612,2020-09-16,食品饮料行业论坛内容精选：产业思维下的加速升级与变局,新浪
1613,2020-09-16,白酒板块跌幅扩大，贵州茅台、五粮液均跌超2%,Wind
1614,2020-09-15,消费行业日报：水井坊为提升全年业绩积极营销,新浪
1615,2020-09-15,商标委对“洋河年份原浆”商标不予注册 古井贡酒提起上诉 诉讼纠纷,新浪
1616,2020-09-15,对标茅台？西凤拟推出3000元以上超高端酒,Wind
1617,2020-09-15,布局还是防守？券商A股秋季策略现分歧,Wind
1618,2020-09-14,浙商早知道 | 9月15日,浙商证券研究所
1619,2020-09-14,食品饮料行业动态报告：市场分化 Q3关注餐饮宴席市场恢复受益标的,新浪
1620,2020-09-14,古井贡酒：拿什么“挽救”丢失的净利润？,中访网
1621,2020-09-13,食品饮料行业周报：茅台批价继续上行 中秋旺季行情开启,新浪
1622,2020-09-12,白酒股总市值超地产+煤炭+钢铁+美的格力，净利为后者总和五分之一！背后推手是他们？,证券时报网
1623,2020-09-12,白酒股市值超地产+煤炭+钢铁+美的格力 推手是他们？,证券时报
1624,2020-09-11,【行情】白酒板块尾盘加速上行，酒鬼酒大涨8%，口子窖涨逾7.5%，山西汾酒、古井贡酒等纷纷走强,金十数据
1625,2020-09-11,古井贡酒触不到的“三甲梦”：营收滑至行业第7，全国化落后省外营收仅3成,搜狐
1626,2020-09-11,高端化&全国化 徽酒的救赎？,佳酿网
1627,2020-09-11,北向资金动向盘点：继续缩量，重回医药,Wind
1628,2020-09-10,食品饮料行业专题报告：批价、动销为中秋国庆旺季核心观测指标,新浪
1629,2020-09-10,A股收盘综述：创业板综指收跌4.69%，343股下挫逾10%,Wind
1630,2020-09-10,创业板低价股重挫12%：罕见12只跌停，超百只跌10%以上,中国基金报
1631,2020-09-10,创业板低价股重挫12%：罕见12只跌停，超百只跌10%以上！,Wind
1632,2020-09-10,双节临近，酒类股发力拉升，五粮液古井贡酒等走高,证券时报网
1633,2020-09-10,【行情】白酒板块走强，山西汾酒大涨4%，泸州老窖涨3%，酒鬼酒、古井贡酒、水井坊跟涨,金十数据
1634,2020-09-10,【华西食饮】口子窖深度报告：真藏实窖——永不落幕的徽酒经典,华西食品饮料寇星
1635,2020-09-10,19股获券商买入评级，淮北矿业目标涨幅达53.01%,Wind
1636,2020-09-08,古井贡酒豪赌背后：黄鹤楼“爆雷” 销售净利率仅为口子窖58%,新浪
1637,2020-09-08,消费行业日报：五粮液与中国工程院携手共议高质量发展,新浪
1638,2020-09-08,8月酒水行业线上数据点评：白酒高端化趋势延续 啤酒旺季需求高增,新浪
1639,2020-09-08,食品饮料行业：白酒板块业绩分化明显 头部酒企强者恒强 盈利能力下降,财富动力网
1640,2020-09-07,食品饮料行业周报：白酒板块上半年业绩分化明显 头部酒企强者恒强 盈利能力下降,新浪
1641,2020-09-07,食品饮料行业2020年中报综述之白酒篇：短期承压 修复可期,新浪
1642,2020-09-07,酒水行业周观点：白酒再迎提价潮 中秋动销或超预期,新浪
1643,2020-09-07,食品饮料行业2020年中报&2020年二季报总结：行业分化明显 头部企业强者恒强,新浪
1644,2020-09-07,【方正食饮】行业周报200906：基本面回归常态，白酒关注中秋旺季催化,虎哥的研究
1645,2020-09-07,一直“抱团”一直爽？重仓白马股跳水，机构“高处不胜寒”,中证报
1646,2020-09-07,26股获券商买入评级，周大生目标涨幅达45.58%,Wind
1647,2020-09-06,【招商食品 | 深度】古井贡酒：200亿的实现路径和投资价值分析,招商食品饮料
1648,2020-09-06,食品饮料行业周报：酒企提价备战中秋 关注中秋动销,新浪
1649,2020-09-05,2020年酒水板块中报总结报告：白酒结构性分化趋势延续 啤酒高端化推动盈利能力提升,新浪
1650,2020-09-04,业绩跌入谷底，高端化无人买账，走不出安徽的古井贡酒只能“窝里横”？ 盈利能力下降,云掌财经
1651,2020-09-04,【A股午盘综述】创业板综指半日跌0.83%，资金热炒半导体概念股,Wind
1652,2020-09-04,白酒板块连续杀跌，五粮液、古井贡酒、水井坊、泸州老窖跌近5%,Wind
1653,2020-09-04,徽酒龙头古井贡酒收入、利润双降 收购为业绩埋雷 盈利能力下降,财经
1654,2020-09-04,名酒引发中国酒类市场两极化严重,佳酿网
1655,2020-09-03,消费行业日报：贵州省公布两起加价销售茅台酒违法案例 其他违规处罚,新浪
1656,2020-09-02,白酒股杀跌，舍得酒业跌超6%，酒鬼酒、古井贡酒跌超4%,Wind
1657,2020-09-02,古井贡酒(000596)：疫情不改结构升级步伐 下半年业绩改善可期,新浪
1658,2020-09-02,【新时代食品饮料团队】古井贡酒：业绩环比改善，关注省外板块成长,新时代证券研究
1659,2020-09-02,【早安新时代】晨会早读2020/09/02：今日关注纽威股份、古井贡酒、招商银行,新时代证券研究
1660,2020-09-01,A股收盘综述：9月开门红创业板综指收涨1.22%，注册制第二批新股获热炒,Wind
1661,2020-09-01,500亿白马股跌停！多只基金重仓，欧菲光紧急澄清,中国基金报
1662,2020-09-01,古井贡酒难解高端之困 “双名酒”大旗摇摇欲坠,百度新闻
1663,2020-09-01,白酒股持续回调 古井贡酒跌逾6%,第一财经
1664,2020-09-01,【异动股】酿酒行业板块下挫，古井贡酒(000596-CN)跌6.71%,财华社
1665,2020-09-01,白酒板块持续下滑，古井贡酒跌幅超6%,Wind
1666,2020-09-01,【异动股】白酒板块下挫，古井贡酒(000596-CN)跌4.4%,财华社
1667,2020-09-01,抬头挺腰 解读半年报背后的六大亮点,佳酿网
1668,2020-09-01,中信建投：白酒中报落地，关注业绩超预期且景气度可延续标的,Wind
1669,2020-08-31,食品饮料行业动态报告：中报落地 关注业绩超预期且景气度可延续的行业标的,新浪
1670,2020-08-31,古井贡酒(000596)：本部表现稳健趋势向好 期待优势强化改制突破,新浪
1671,2020-08-31,茅台再创新高，沪深300新高，食品饮料与电子消费是反弹主流，华为开发者大会，科技巨头上找新机会,财经
1672,2020-08-31,食品饮料行业周报：白酒及食品龙头强势 继续维持中期策略观点,新浪
1673,2020-08-31,食品饮料行业白酒2020年中报总结：龙头表现强势 行业分化加剧,新浪
1674,2020-08-31,蹊跷的古井贡酒:Q2收入提升利润却下滑被隐藏了? 盈利能力下降,网易
1675,2020-08-30,【民生食饮】古井贡酒（000596）2020年半年报点评：疫情对20H1冲击明显，未来业绩有望逐季改善,MS食品饮料
1676,2020-08-30,蹊跷的古井贡酒：二季度收入提升、现金流增长2187%，利润却在下滑，是否涉嫌隐藏？ 盈利能力下降,中金在线
1677,2020-08-30,古井贡酒二季度经营现金流增长21倍，购买企业年金蚕食部分利润？,云掌财经
1678,2020-08-30,【古井贡酒中报点评：Q2环比恢复，次高端助力双百亿新征程—方正食品饮料200829】,虎哥的研究
1679,2020-08-29,【招商食品】古井贡酒：省内优势强化，全年确定性仍高,招商食品饮料
1680,2020-08-29,逾百股本周股价创新高7股获机构净买入,证券时报
1681,2020-08-29,上市公司正负面新闻2020年8月29日星期六,Wind
1682,2020-08-28,安徽酒企上半年成绩单： 古井贡、迎驾酒、口子窖三家赚钱，金种子一家亏损 亏损,21世纪经济报道
1683,2020-08-28,半年报 | 老白干、洋河、金种子、古井贡酒、迎驾贡酒等多家上市酒企发布半年报,糖酒快讯
1684,2020-08-28,古井贡酒上半年净利润10.25亿元，下降17.9％ 盈利能力下降,中国白酒网
1685,2020-08-28,晚间重要公告2020年8月28日星期五,Wind
1686,2020-08-28,古井贡酒上半年净利润10.25亿同比下降18% 票据贴现回款大幅增加 盈利能力下降,中华网
1687,2020-08-28,古井贡酒：上半年净利同比下降17.89% 盈利能力下降,e公司
1688,2020-08-28,古井贡酒(000596.SZ)：上半年净利降17.89%至10.25亿元 盈利能力下降,格隆汇
1689,2020-08-28,古井贡酒：上半年净利润同比减少17.89% 盈利能力下降,Wind
1690,2020-08-28,A股收盘综述：创业板综指本周累升超5%，上证指数连涨五周,Wind
1691,2020-08-28,消费行业日报：白酒、啤酒业绩环比稳健向好 建议坚守确定性,新浪
1692,2020-08-28,A股午盘综述：创业板综指半日升0.56%，“喝酒”炒创业板行情再现,Wind
1693,2020-08-28,白酒板块拉升，山西汾酒、泸州老窖、古井贡酒再创新高,Wind
1694,2020-08-28,裕同科技(002831)：二季度表现超过预期 综合包装龙头发展渐入佳境,新浪
1695,2020-08-27,【研报掘金】白酒中报风险释放叠加旺季临近 关注板块优质标的配置机会,证券时报网
1696,2020-08-27,刘格菘、傅鹏博、丘栋荣、刘彦春次重仓股名单曝光,中证报
1697,2020-08-26,【A股收盘综述】创业板综指低收2.18%，沪指跌超1%受累半导体等回调,Wind
1698,2020-08-26,品牌龙头指数再创新高，口子窖、涪陵榨菜、比亚迪、云南白药、伊利、东阿阿胶等普涨,Wind
1699,2020-08-26,白酒股再度拉升，古井贡酒、山西汾酒、五粮液均再创新高,Wind
1700,2020-08-26,【行情】白酒概念快速拉升，口子窖、古井贡酒涨超3%，山西汾酒、顺鑫农业、今世缘等跟涨,金十数据
1701,2020-08-25,山西汾酒半年报双增长今年以来股价涨幅超过100%,中国商报
1702,2020-08-25,A股收盘综述：创业板综指放量收升1.31%，43只创业板股涨幅超10%,Wind
1703,2020-08-25,天风证券：白酒中报影响充分释放 旺季临近望量价齐升,新浪
1704,2020-08-25,泸州老窖等多只白酒股再创上市以来新高，还能入场吗?丨牛熊眼,第一财经
1705,2020-08-25,A股午盘综述：创业板综指午盘涨1.25%，喝白酒炒创业板成为市场主线,Wind
1706,2020-08-24,深度｜山西汾酒上半年净利润同比大涨33% 大股东减持引发混改猜想 减持股份,21世纪经济报道
1707,2020-08-24,涨价主题风起云涌，下个风口是谁？,Wind
1708,2020-08-24,A股收盘综述：创业板指收涨1.98%，创业板存量股票13股涨超10%,Wind
1709,2020-08-23,食品饮料行业周报：高端酒批价继续上行 提振行业信心,新浪
1710,2020-08-23,食品饮料行业周报：高端酒批价持续上行 食品中报多超预期,新浪
1711,2020-08-22,聚会饭局重开，疫后白酒行业势头能复苏吗,财经杂志
1712,2020-08-21,消费行业日报：茅台直销渠道再提新要求 要持续做好品牌管控,新浪
1713,2020-08-20,A股收盘综述：上证指数缩量下滑1.3%失守3400，金融、军工、农业板块领跌,Wind
1714,2020-08-20,A股午盘综述：上证综指午盘下滑1%，军工、金融、白酒、食品股领跌,Wind
1715,2020-08-20,白酒板块杀跌，舍得酒业逼近跌停，古井贡酒、泸州老窖、五粮液均跌超2%,Wind
1716,2020-08-20,【行情】白酒概念下行领跌，舍得酒业跌8%，古井贡酒、金种子酒、洋河股份、伊力特等跟跌,金十数据
1717,2020-08-19,A股收盘解读：上证指数低收1.24%，创业板指跌超3%受累疫苗股调整,Wind
1718,2020-08-19,古井贡酒、泸州老窖、五粮液、贵州茅台小幅跳水，白酒板块涨幅收窄,Wind
1719,2020-08-19,A股午盘综述：上证指数午盘下滑0.3%，疫苗板块跌6%,Wind
1720,2020-08-19,白酒股持续拉升，泸州老窖、古井贡酒盘中再创新高,Wind
1721,2020-08-18,消费行业日报：青啤推出超高端“百年之旅” 品牌高端化稳步推进,新浪
1722,2020-08-14,A股收盘综述：上证指数收涨1.19%连续三周上扬，创业板指连跌两周,Wind
1723,2020-08-14,酿酒板块集体拉升，古井贡酒涨超6%,第一财经
1724,2020-08-14,酿酒板块走强 古井贡酒涨超6%,e公司
1725,2020-08-14,A股午盘综述：上证指数午盘震荡下滑0.16%，北向资金实际净买入30亿元,Wind
1726,2020-08-14,白酒股早盘全线回暖 古井贡酒涨逾6%,中国经济网
1727,2020-08-11,一则公告，翻倍牛股被砸跌停！,中国基金报
1728,2020-08-11,白酒板块开盘后大幅拉升 今世缘、古井贡酒、酒鬼酒、五粮液等涨幅均超过3％,金融界
1729,2020-08-11,白酒股回暖，今世缘、古井贡酒、五粮液涨幅居前,Wind
1730,2020-08-11,【行情】白酒板块持续走高，今世缘涨3%，酒鬼酒、五粮液、古井贡酒走强,金十数据
1731,2020-08-10,食品饮料行业淘数据7月数据点评：品类略有分化、复苏趋势不改,光大证券
1732,2020-08-08,阿里渠道7月线上数据跟踪点评：贵州茅台线上销售额高增 啤酒均价持续上移,新浪
1733,2020-08-07,日常消费行业-阿里线上数据月报：7月部分品类线上需求旺盛 龙头业绩表现分化 盈利能力下降,新浪
1734,2020-08-06,白酒行业调研报告：苏酒调研专题：国缘回款良好 洋河初现成效,新浪
1735,2020-08-04,零研月报：6月端午期间多数品类商超表现相对平淡,新浪
1736,2020-08-04,徽酒加码高线光瓶 “口粮酒”争夺赛升级,佳酿网
1737,2020-08-03,食品饮料行业动态报告：中报逐渐披露 高端白酒稳健性优势凸显,新浪
1738,2020-08-03,食品饮料行业周观点报告：茅台直营加速放量 乳业双雄加码产业链上游布局,新浪
1739,2020-08-03,食品饮料行业周观点：维持强推乳制品＆啤酒；白酒批价走强＆茅台中报奠定景气基调,新浪
1740,2020-07-30,白酒股拉升古井贡酒(000596.SZ)逼近涨停,格隆汇
1741,2020-07-30,白酒股午后集体拉升走高 古井贡酒涨逾8%,中国经济网
1742,2020-07-30,白酒股午后拉升，古井贡酒涨8%、山西汾酒涨4%,Wind
1743,2020-07-29,消费行业日报：泸州市酒协：上半年酒业预计完成产值508亿元,新浪
1744,2020-07-29,食品饮料行业周报：茅五批价稳步抬升 建议坚守确定性,新浪
1745,2020-07-28,水井坊：白酒业绩第一颗雷,Wind
1746,2020-07-27,酒水行业周报：2020H1白酒持仓比重提升 五粮液量价齐升趋势明显,新浪
1747,2020-07-26,食品饮料行业周报：不惧短期调整 坚守长期价值,新浪
1748,2020-07-26,食品加工：二季度基金持仓出炉 食品饮料仍是基本面优选,新浪
1749,2020-07-23,深度*行业*2Q20食品饮料基金仓位点评：白酒受到青睐 食品饮料整体持仓略有上升,新浪
1750,2020-07-23,食品饮料行业研究：白酒仓位环比提升 啤酒获显着加配,新浪
1751,2020-07-22,消费行业日报：6月规模以上企业酿酒产量643.95万千升 同增8.79%,新浪
1752,2020-07-22,猛！百亿爆款基金仓位88% 今年成立爆款最高收益38%,中证报
1753,2020-07-22,顺势而为 古井贡酒·老瓷贡有望成为“高线光瓶”头部产品,光明网
1754,2020-07-22,势板块分析：医药板块走势强劲 阿里概念股活跃,证券时报网
1755,2020-07-21,浙江龙港警方斩断跨省制假链涉案金额上千万元,中新网
1756,2020-07-21,消费行业日报：国窖1573全面停货 建议紧握优质头部酒企,新浪
1757,2020-07-21,2020消费公司捞金榜：青海春天销售现金比率居尾 9家白酒公司下降 盈利能力下降,投资时报
1758,2020-07-21,白酒股普遍走升，洋河股份、酒鬼酒、今世缘、古井贡酒、山西汾酒涨超2%,Wind
1759,2020-07-21,中信建投：白酒板块回调给予买入良机,Wind
1760,2020-07-20,食品饮料行业周报：涪陵榨菜渠道调研信息汇总,新浪
1761,2020-07-20,酒水行业周报：白酒板块短暂调整 坚定看好长期投资机会,新浪
1762,2020-07-20,A股收盘综述：上证指数大涨超3%重返3300点,Wind
1763,2020-07-20,解盘：超百亿资金流入，基建、军工、券商、乡村振兴领涨,Wind
1764,2020-07-20,白酒股再度杀跌，五粮液跌超3%、贵州茅台跌超2%,Wind
1765,2020-07-19,【西部食饮|行业周报】涪陵榨菜渠道跟踪：渠道库存较为良性，Q2营收有望环比改善,青力出品
1766,2020-07-18,食品饮料2020 年中报业绩前瞻：板块环比改善 白酒更重质量 食品更重速度,新浪
1767,2020-07-18,白酒企业扩产潮起 酱酒军团后来居上,中国经营报
1768,2020-07-17,郎酒IPO“生变”：保荐人广发证券被暂停保荐资格 IPO融资异常,新浪
1769,2020-07-17,白酒承压整体跌幅9.40%还是最好的赛道吗?,佳酿网
1770,2020-07-17,川财证券：白酒板块延续强势表现，建议坚守确定性,Wind
1771,2020-07-17,华泰证券：白酒行业基本面向好趋势不变,Wind
1772,2020-07-16,涨停复盘 | 市场情绪断崖式降温，两市仅30只个股涨停,第一财经
1773,2020-07-16,消费行业日报：白酒板块延续强势表现 建议坚守确定性,新浪
1774,2020-07-16,白酒股回调，古井贡酒、顺鑫农业、舍得酒业跌幅靠前,Wind
1775,2020-07-15,白酒股再度拉升，泸州老窖、古井贡酒续创新高,Wind
1776,2020-07-15,白酒板块大涨，古井贡酒、洋河股份、山西汾酒等纷纷创出新高,Wind
1777,2020-07-15,古井贡酒：省内势不可挡 后百亿征程可期,佳酿网
1778,2020-07-14,消费行业日报：持续推荐次高端及区域酒企布局机会,新浪
1779,2020-07-14,食品饮料行业：白酒资产历史回报领先 源于优异的商业模式,广发证券
1780,2020-07-14,200亿营收目标承压 古井贡酒年份原浆终端全线提价,中国白酒网
1781,2020-07-14,【行情】白酒概念异动拉升，水井坊涨超7%，酒鬼酒、古井贡酒、五粮液、舍得酒业等跟涨,金十数据
1782,2020-07-14,券商首次关注8股并给予买入评级（7月14日）,Wind
1783,2020-07-14,年份原浆系列全线提价，古井贡为何“盘中”加速？,中国白酒网
1784,2020-07-14,浙商早知道 | 7月15日,浙商证券研究所
1785,2020-07-13,本周专题：乳制品渠道调研信息汇总,新浪
1786,2020-07-13,快讯：古井贡酒涨停报于198.81元,金融界
1787,2020-07-13,贵州茅台涨幅扩大至4%，水井坊、古井贡酒封住涨停板,Wind
1788,2020-07-13,食品饮料行业周报：关注疫情后期消费复苏板块和生猪后周期受益板块,国海证券
1789,2020-07-13,【行情】白酒板块持续走强，古井贡酒、五粮液、伊力特涨逾7％，顺鑫农业、今世缘、山西汾酒等跟涨,金十数据
1790,2020-07-13,快讯：白酒板块持续走强 古井贡酒、五粮液涨逾7%,新浪
1791,2020-07-13,五粮液涨幅超6%，古井贡酒连续刷新新高,Wind
1792,2020-07-11,阿里线上数据月报：多数品类销售额Q2 同比增速高于Q1 龙头品牌力强,新浪
1793,2020-07-11,白酒板块股价大涨 成投资界“庇护港”？,中国经营报
1794,2020-07-11,食品饮料行业本周专题：食品饮料重点公司中报前瞻,新浪
1795,2020-07-10,金种子酒业绩持续不景气去年亏2亿元 分析称其“已沦为三线酒厂” 亏损,中华网
1796,2020-07-10,解盘：金融拖累指数，免税店、肺炎检测、光刻胶领涨,Wind
1797,2020-07-10,白酒板块涨幅超过3%，五粮液、泸州老窖、水井坊、古井贡酒接连刷新新高,Wind
1798,2020-07-10,名酒迎来更好的时代 洞察名酒复兴的价值逻辑,佳酿网
1799,2020-07-09,食品饮料行业淘数据6月数据点评：多品类同比高增、需求继续恢复,光大证券
1800,2020-07-08,成交量连续5天破万亿，各路资金跑步入场,Wind
1801,2020-07-07,食品饮料行业周报：泸州老窖股东大会及渠道调研反馈,新浪
1802,2020-07-07,成交量连续4天破万亿，上证50继续领涨A股,Wind
1803,2020-07-07,白酒行业点评报告：白酒盈利能力强 仍具较高配置价值,新浪
1804,2020-07-07,1.5万亿！50期权一周300倍！A股涨出期货的味道,Wind
1805,2020-07-06,酒水行业周报：“占位”“守位”为本轮白酒提价潮关键词,新浪
1806,2020-07-06,银行券商批量涨停，2015年行情已经到来？,Wind
1807,2020-07-06,股市狂欢、酒市渡劫，白酒动销难复，纷纷瞄准“下半场”收利,搜狐
1808,2020-07-05,食品饮料行业周报：老窖股东大会彰显信心 坚守确定性,新浪
1809,2020-07-04,品一味醇香，看古井数字化转型中的“酿酒”哲学,搜狐
1810,2020-07-04,零研月报：5 月多数品类增速步入稳定增长区间,新浪
1811,2020-07-04,业绩对赌恐落空 古井贡酒追逐200亿梦想,中国经营报
1812,2020-07-03,市场“买醉”:茅台不停涨 白酒涨不停,佳酿网
1813,2020-07-03,“抢权”行情来临，下周3家高送转，17家高派现,Wind
1814,2020-07-03,解盘：资金流入超百亿，沪指上3100点，免税店、肺炎检测领涨,Wind
1815,2020-07-02,白酒股“喝高”背后：销售恢复同期水平，中高端白酒价格上行,澎湃新闻
1816,2020-07-02,白酒股再迎高涨：茅台市值突破1.9万亿，两天涨出一个古井贡酒,搜狐
1817,2020-07-02,安徽白酒市场“刀光剑影”：“4金花”分化加剧，徽酒如何破局重振？,中国白酒网
1818,2020-07-01,古井贡酒(000596.SZ)：2019年度利润分配每10股派15元 A股股权登记日7月8日,格隆汇
