,2021-12-30,一图掌握2022中国经济、楼市、股市走势，机会在哪,Wind
956,2020-06-12,恒立液压：迪拜光热项目一期200MW液压缸顺利发货,e公司
957,2020-06-10,5月份挖掘机销量数据点评报告：5月挖机销量势头依旧 后续仍有下游内需支撑,新浪
958,2020-06-10,机械设备行业：5月挖机销量同比+68%再超预期 供需矛盾有所缓解,新浪
959,2020-06-10,机械行业事件点评：5月挖机销量维持高增长 需求旺盛淡季将不淡,新浪
960,2020-06-10,5月挖掘机数据点评：后疫情时代需求释放 内需旺盛调高全年预期,新浪
961,2020-06-09,国防军工行业点评报告：军工白马加大底部配置 持续看好工程机械和半导体设备板块,新浪
962,2020-06-08,机械行业周(月)报：疫情企稳 供给端变化带来投资机会,新浪
963,2020-06-08,机械：挖机销量再超预期 半导体设备优质标的开启上市征程,新浪
964,2020-06-08,机械行业周报：带电作业机器人批量需求产生 关注板块投资机会,新浪
965,2020-06-08,机械设备行业周报：超配工程机械 看好液压件龙头,新浪
966,2020-06-05,恒立液压(601100)：油缸排产达历史新高 泵阀产能加速扩张,新浪
967,2020-06-04,2020年中国液压、气压动力机械及元件制造行业市场规模及发展趋势分析 企业规模普遍较小【组图】,前瞻研究院
968,2020-06-03,富时罗素：富时中国A50等指数季度审核变更6月22日生效,Wind
969,2020-06-02,机械行业：工程机械高景气延续 光伏设备迎政策利好,新浪
970,2020-06-01,工程机械行业专题研究：工程机械行业旺季 多视角看行业,新浪
971,2020-06-01,机械周报：行业规范发布 HIT设备需求有望升温,新浪
972,2020-06-01,机械行业研究：工程机械基本面强劲 估值提升长期驱动,新浪
973,2020-05-29,四年涨十倍！这只普通的制造业个股为何“艳压”茅台？,中国基金报
974,2020-05-28,制造行业日报：5G推动PCB行业智能化改造加速,新浪
975,2020-05-26,国防军工行业周报：军工逆周期价值凸显 工程机械、半导体设备进入景气周期,新浪
976,2020-05-25,【研报掘金】专项债助新老基建齐发力 工程机械调整后将重拾升势,证券时报网
977,2020-05-19,机械设备周报2020年5月第2期：大基金二期及上海集成电路基金II增资中芯南方 国产半导体设备加速发展,新浪
978,2020-05-18,机械行业周报：4月挖机销量同比高增 行业景气度延续,新浪
979,2020-05-14,工程机械行业2019年年报及2020年一季报总结：2019高增长 2020Q1受疫情冲击阶段性下降,新浪
980,2020-05-14,2020年4月份挖掘机销量点评：4月份挖掘机销售火爆 5月份旺季持续,新浪
981,2020-05-14,金融工程：沪深300及中证500成分股调整名单预测,新浪
982,2020-05-13,机械行业研究-挖掘机：4月销量增长60%；预计5-6月增速超60%,国金证券股份有限公司
983,2020-05-13,制造行业日报：核燃料元件包壳实验获突破性进展,新浪
984,2020-05-13,【东兴机械】二手挖掘机系列研究：为什么我们看好未来三年挖机高景气度,东兴机械研究
985,2020-05-13,恒立液压：液压件龙头，泵阀持续放量加速成长【国信机械】,机械老司机
986,2020-05-08,大幅上调目标价策略（5月8日）,Wind
987,2020-05-08,【机械】恒立液压：二季度开始公司有望重回高增长轨道，泵阀持续放量有望再造一个恒立,微信
988,2020-05-08,工程机械景气确定性拉长 需求有望释放 板块热,证券时报网
989,2020-05-08,财务健康50强盈利能力超群六成个股净利三年翻番,证券时报
990,2020-05-07,邮储银行或将纳入沪深300及上证50指数 ——指数成分股2020年6月调整名单预测,EBQuant
991,2020-05-07,A股财务健康50强出炉：近六成公司净利润三年翻番,新浪
992,2020-05-06,【国盛机械·年报点评】恒立液压：业绩高增，泵阀放量强化成长弹性,高端装备风向标
993,2020-05-06,【太平洋机械】机械行业周报20200504：机械行业盈利回升，光伏、半导体设备等行业表现亮眼,太平洋机械大讲堂
994,2020-05-05,恒立液压：油缸份额提升，泵阀持续放量，盈利能力上行 ——2019年报与2020一季报点评【中信建投机械吕娟团队】,微信
995,2020-05-05,【太平洋机械】恒立液压(601100)公司点评：2020Q2行业景气度提升，充分受益需求提升及进口替代加速,太平洋机械大讲堂
996,2020-05-05,恒立液压(601100):油缸份额提升，泵阀持续放量，盈利能力上行,中信建投证券研究
997,2020-05-05,恒立液压 | 年报点评：泵阀盈利弹性释放，20Q1业绩继续超预期【天风机械】,先进制造观察
998,2020-05-03,"【太平洋机械】机械行业点评：2020Q1基金超配机械行业,集中度继续提升",太平洋机械大讲堂
999,2020-05-01,深度点评！【国元机械】恒立液压2019年年报及2020年一季报点评：下游景气延续，泵阀加速进口替代,国元高端装备
1000,2020-04-30,【恒立液压】年报点评：2019年业绩略超预期，2020年持续增长可期【东吴机械】,透视先进制造
1001,2020-04-30,恒立液压：一季度净利润同比增长6.27%,Wind
1002,2020-04-20,国产挖掘机集体涨价5%以上 国内供应链迎来机遇,长江商报
1003,2020-04-16,睿智投资｜中国工程机械 / 重卡行业 (优于大市) – 挖掘机需求强劲上调预测；买入三一和恒立液压,招银国际
1004,2020-04-14,受基建投资回暖带动，挖掘机水泥行业强劲复苏,Wind
1005,2020-04-14,基建投资回暖挖掘机水泥行业强劲复苏,证券时报
1006,2020-04-12,工程机械：旺盛需求是涨价源头活水，调价利于行业健康发展【国君高端装备】,琨论机械
1007,2020-04-12,【太平洋机械】机械行业周报20200411：工程机械行业正在进入“量价齐升”阶段,太平洋机械大讲堂
1008,2020-04-12,【国盛机械·周报】3月挖机销售超预期增长，内需下工程机械为王,高端装备风向标
1009,2020-03-30,【国盛机械·周报】一季报前瞻及二季度经营展望,高端装备风向标
1010,2020-03-30,"产业链协同谋求最优解 沪市公司书写""苏""式复工答卷",上证报
1011,2020-03-24,全球确诊超37万！金融市场遭重创，六大产业影响解读,证券时报网
1012,2020-03-20,机械行业：“新基建”助力 工程机械需求仍在,财富动力网
1013,2020-03-16,恒立液压“疫”无反顾亮相美国机械展,百川盈孚
1014,2020-03-14,新时代机械周报：2月挖机销量同比降约50%，江苏列5大高端化工项目 盈利能力下降,机械泰通
1015,2020-03-10,【国盛机械·周报】多重数据维度下看检测检验市场,高端装备风向标
1016,2020-03-08,【国盛机械·周报】新产品维度下龙头公司收入弹性比较,高端装备风向标
1017,2020-03-04,富时罗素宣布对富时中国A50指数等多个指数季度审核变更,Wind
1018,2020-03-03,【研报掘金】工程机械投资正当时 机构看好挖机产业链,证券时报网
1019,2020-03-03,中信证券：国内疫情好转+政策托底，工程机械投资正当时,Wind
1020,2020-02-28,恒立液压：厚积薄发 液压件龙头蓄力再增长,安信证券
1021,2020-02-24,【行业点评】机械丨春节因素及疫情短期影响销量，工程机械全年需求延期释放,中国银河证券研究
1022,2020-02-21,【研报掘金】逆周期调节力度有望加大，挖掘机需求不会“缺席”,证券时报网
1023,2020-02-14,【读财报】工程机械年报前瞻：龙头企业高增长 中小企业利润增速承压 盈利能力下降,中国金融信息网
1024,2020-02-12,【东北机械刘军/朱宇航】行业周报：疫情之下，风险与机遇并存，三个角度优选公司,东北证券研究所
1025,2020-02-04,【研报掘金】疫情对工程机械影响有限，龙头业绩今年增长无忧,证券时报网
1026,2020-02-03,【基金19Q4持仓分析】机械持仓回升，前十大重仓股持仓占比提升,荣行机械
1027,2020-01-28,恒立液压 | 公司点评：三大业务齐头并进，公司仍处于成长期【天风机械】,先进制造观察
1028,2020-01-22,机构强烈推荐20只个股-更新中,中财网
1029,2020-01-22,睿智投资｜中国工程机械行业 – 三一重工和恒立液压发盈喜；我们预期下一家为三一国际,招银国际
1030,2020-01-22,109股昨日获机构买入评级,证券时报
1031,2020-01-22,95股获券商买入评级 金溢科技目标涨幅达52.92%,Wind
1032,2020-01-21,【恒立液压】业绩预增47%-53%略超预期，液压龙头弹性可期【东吴机械】,透视先进制造
1033,2020-01-21,【太平洋机械】恒立液压(601100)公司点评：持续成长的液压件龙头，继续受益行业高景气,太平洋机械大讲堂
1034,2020-01-21,【恒立液压】下游市场需求强劲，泵阀马达持续拓展【国金机械军工】,国金高端装备制造及新材料
1035,2020-01-20,油缸产销量双提升 恒立液压2019年净利预增47.02%－52.99%,证券日报
1036,2020-01-20,恒立液压：预计2019年净利润同比增长47.02%-52.99%,Wind
1037,2020-01-20,恒立液压(601100.SH)2019年度净利润预增47.02%-52.99%,格隆汇
1038,2020-01-17,一只优秀的基金产品到底长什么样？（深度）,网易
1039,2020-01-16,【研报掘金】工程机械龙头业绩今年增长无忧 机构一致看好5股,证券时报网
1040,2020-01-14,【研报掘金】2019年挖机增16%，淡化周期、聚焦龙头，2020年可期,证券时报网
1041,2020-01-03,外资颠覆A股 北向资金增持前100名平均涨近70% 这批公司仍滞涨,证券时报网
1042,2019-12-31,【国金研究】交银施罗德基金经理沈楠：自下而上高弹性，分散持仓稳积胜,国金证券研究所
1043,2019-12-31,20股获券商买入评级 杭氧股份目标涨幅达38.46%,Wind
1044,2019-12-30,恒立液压：高端液压件龙头，国产替代标杆企业,证券时报网
1045,2019-12-18,【东兴机械军工】挖掘机存量替代高峰还早，2020年需求依旧旺盛,机械军工e洞察
1046,2019-12-16,恒立液压： 国内液压行业龙头，经营业绩快速增长,--
1047,2019-12-11,行业持续高景气，工程机械龙头股稳步上扬,Wind
1048,2019-12-09,11月挖掘机销量同比增21%，机构认为工程机械景气度将延续,第一财经
1049,2019-12-02,工业丨恒立液压(601100)：风起于青萍之末，浪成于微澜之间（首次覆盖）,Tebon好投资
1050,2019-11-28,【西南机械 投资策略】结构性机会，优选细分龙头,MvLeonardo
1051,2019-11-26,恒立液压（601100.SH）：传统高端装备龙头，凭什么今年暴涨140%？,格隆汇
1052,2019-11-26,A股异动 | 恒立液压(601100.SH)升近6% 股价创历史新高,格隆汇
1053,2019-11-26,机械制造：广西投2900万元支持铁路建设 荐5股,渤海证券
1054,2019-11-26,恒立液压大幅拉升4.17% 股价创近2个月新高,金融界
1055,2019-11-19,【恒立液压】大幅拉升2.89% 股价创近2个月新高,金融界
1056,2019-11-09,恒立液压：短期业绩波动 长期有望持续增长,南方财经网
1057,2019-11-08,恒立液压(601100)：三季报业绩阶段性放缓，中期不改业绩向上趋势,太平洋机械大讲堂
1058,2019-11-08,近700股获买入评级 15股预测上涨空间超两成,证券时报
1059,2019-11-06,A股将迎史上最大外资扩容 谁会成为最大受益者？,新浪
1060,2019-11-04,【东北机械刘军/张检检】恒立液压（601100）三季报点评：短期业绩波动不改长期成长向上,东北证券研究所
1061,2019-11-04,【机械*陈显帆】深度：行业单季度业绩增速放缓， 工程机械、油服等板块持续高景气 盈利能力下降,东吴研究所
1062,2019-11-03,【太平洋机械】机械行业周报20191109：挖机年会召开，继续看好明年行业需求,太平洋机械大讲堂
1063,2019-10-31,大幅上调目标价策略（10月31日）,Wind
1064,2019-10-31,【机械】601100*恒立液压:业绩基本符合预期，未来可期*买入,中银国际证券研究
1065,2019-10-30,【西南机械】恒立液压 : 业绩整体快速增长，单三季度承压,MvLeonardo
1066,2019-10-30,【恒立液压】Q3单季业绩受行业需求波动影响，看好Q4增速回升【东吴机械】,透视先进制造
1067,2019-10-30,【安信机械】恒立液压三季报点评：短期业绩承压，看好长期发展 盈利能力下降,安信机械李哲团队
1068,2019-10-30,恒立液压 | 三季报点评：季节波动不改长期趋势，坚定看好液压龙头【天风机械】,先进制造观察
1069,2019-10-30,【国盛机械·季报点评】恒立液压：Q3略有波折，坚定把握核心资产,高端装备风向标
1070,2019-10-30,恒立液压&艾迪精密：行业向好，公司给力,机械军工e洞察
1071,2019-10-29,恒立液压前三季净利同比增长28%,金融界
1072,2019-10-29,恒立液压：前三季度净利润同比增27.49%,Wind
1073,2019-10-25,"机械行业周报:半导体产业存在回暖迹象,设备企业有望率先受益",国都证券
1074,2019-10-16,"工程机械行业点评:工程机械龙头三季报预告延续高增长,9月挖机销量超预",浙商证券
1075,2019-10-15,【每日晨报】1016丨4季度滞胀已成定局，1季度有所缓解,中国银河证券研究
1076,2019-10-10,机械制造：积极跟踪和布局具有自主核心优势的智能化和互联网化科技型企业,川财证券
1077,2019-09-24,机械制造：百列复兴号招标启动 荐5股,渤海证券
1078,2019-09-18,汽车：为生产电池做准备 荐5股,东莞证券
1079,2019-09-18,恒立液压紧跟三一等主机厂龙头步伐，拟投资设立2家印度子公司,兰格钢铁网
1080,2019-09-17,恒立液压：投资设立印度子公司 加速全球化布局,南方财经网
1081,2019-09-16,北上资金连续11日净流入 6股连续11日获加仓,证券时报
1082,2019-09-16,券商最新评级：满仓7股待飙涨,中财网
1083,2019-09-16,24股获券商买入评级 新北洋目标涨幅达50.26%,Wind
1084,2019-09-15,继续看好科技类企业和传统行业龙头公司的投资机会【天风机械周报19W38】,先进制造观察
1085,2019-09-15,211只个股连涨3日以上，南华期货涨136.01%居首,Wind
1086,2019-09-15,年内最长！北上资金连续11日净流入,Wind
1087,2019-09-12,恒立液压拟在印度设立两家子公司 进一步开拓印度市场,证券日报
1088,2019-09-11,恒立液压(601100.SH)拟于印度设立两家子公司 利于提升在当地市场的订单响应速度,格隆汇
1089,2019-09-11,小市值“佛系”科技股名单 这几股获机构扎堆推荐,证券时报
1090,2019-09-06,【太平洋机械】行业周报：工博会开幕在即，工业自动化向上拐点可能加速到来,太平洋机械大讲堂
1091,2019-09-05,A股涨声一片！大金融发威，科技、世界铜王、5G妖股逞强,Wind
1092,2019-09-05,"恒立液压:经营业绩靓丽,泵阀快速放量",上海证券
1093,2019-09-05,"恒立液压:中报业绩符合预期,油缸业务稳定增长,泵阀业务逐步放量",申万宏源
1094,2019-09-04,"申万宏源：将恒立液压评级调高为""买入""",Wind
1095,2019-09-02,恒立液压（601100）2019 年半年报点评：泵阀业务放量增长，盈利能力持续提升【华创机械李佳团队】,华创机械
1096,2019-08-30,“股神”上市公司来了，上半年57家公司投资赚超10亿,证券时报
1097,2019-08-29,"恒立液压:受益产品结构优化,二季度盈利能力持续提升",东北证券
1098,2019-08-28,【恒立液压中报点评】中报业绩符合预期，泵阀放量+新业务拓展将平滑行业周期【东吴机械】,透视先进制造
1099,2019-08-28,券商首次关注12股并给予买入评级（8月28日）,Wind
1100,2019-08-28,【机械】601100*恒立液压:业绩符合预期，油缸量价齐升，泵阀翻倍增长*买入,中银国际证券研究
1101,2019-08-27,恒立液压 | 半年报点评：半年报符合预期，盈利水平提升明显，看好公司长期投资价值【天风机械】,微信
1102,2019-08-27,【西南机械 公司点评】恒立液压：行业景气高，公司业绩快速增长,MvLeonardo
1103,2019-08-27,【安信机械李哲】恒立液压中报点评：油缸产品稳定增长，泵阀业务快速放量,微信
1104,2019-08-27,恒立液压：泵阀业务放量 中长期向非工程机械领域不断拓展,证券时报网
1105,2019-08-27,【太平洋机械】恒立液压(601100)公司点评：行业高景气有望持续，公司盈利持续增长,太平洋机械大讲堂
1106,2019-08-27,恒立液压中报点评：中报业绩符合预期，持续巩固竞争力【华泰机械章诚团队】,华泰机械
1107,2019-08-27,"恒立液压:中报业绩符合预期,泵阀业务翻番增长",国金证券
1108,2019-08-27,"恒立液压2019H1点评:盈利能力继续提升,液压产品拓展性保障长期增长动力",证券之星
1109,2019-08-27,"恒立液压:业绩稳步增长,现金流状况大幅改善",平安证券
1110,2019-08-27,"恒立液压2019年半年报点评:盈利能力不断增强,现金流情况大幅改善",东莞证券
1111,2019-08-26,公告点题｜今晚这些公告有看头（更新中）,第一财经
1112,2019-08-26,恒立液压2019年上半年净利6.71亿产品销售实现增长,挖贝网
1113,2019-08-26,恒立液压：上半年净利润6.71亿元 同比增45%,e公司
1114,2019-08-26,恒立液压(601100.SH)半年度净利润升44.74%至6.71亿元,格隆汇
1115,2019-08-26,恒立液压：上半年净利润同比增44.74%，营收增29%,Wind
1116,2019-08-20,"工程机械行业周报:7月挖机销量超预期,全年预计平稳增长",德邦证券
1117,2019-08-15,挖掘机:7月销量增长11%好于预期;国内销量扭转下滑趋势,国金证券
1118,2019-08-13,行业周报：聚焦优质标的投资机会,微信
1119,2019-08-08,"工程机械行业周报:基金机械持仓明显较低,工程机械仍受青睐",东北证券
1120,2019-08-02,艾迪精密 | 深度：立足破碎锤发力液压件，乘风破浪高成长可期【天风机械】,微信
1121,2019-07-29,工程机械行业周报,德邦证券
1122,2019-07-25,"机械行业基金2019年中报持仓分析:Q2机械持仓继续下调,持有结构高度集中",安信证券
1123,2019-07-22,恒立液压今日大宗交易成交6.80万股，成交价30.53元溢价0.23%,Wind
1124,2019-07-22,"机械设备行业2019年中报业绩前瞻:业绩增速环比略有下滑,建议关注确定性高的龙头公司 盈利能力下降",申万宏源
1125,2019-07-21,【太平洋机械】周报：科创板开板在即，利好高端装备,太平洋机械大讲堂
1126,2019-07-21,海通机械周观点：高端装备公司批量上市，有利于板块估值修复,--
1127,2019-07-18,6月增速略超预期 下半年有望保持韧性,财富动力网
1128,2019-07-18,工程机械行业:三大巨头中报业绩翻倍;混凝土机械、汽车起重机持续高增长,国金证券
1129,2019-07-15,机械制造：油服及工程机械行业表现亮眼 荐8股,东北证券
1130,2019-07-15,【国金研究】恒立液压深度：液压件龙头进口替代，受益挖掘机泵阀放量,国金证券研究所
1131,2019-07-14,机械制造：工程机械与油服中报均超预期 荐10股,东吴证券
1132,2019-07-14,机械制造：将具备上海枢纽机场功能 荐20股,川财证券
1133,2019-07-12,机械制造：2020年确定性高增长 荐8股,中信建投
1134,2019-07-09,机械制造：增速略超预期 荐3股,东兴证券
1135,2019-07-07,机械制造：全国最大页岩油油田进入开发建设阶段,川财证券
1136,2019-07-03,"工程机械行业周报:高空作业平台趋势向好,行业龙头值得关注",德邦证券
1137,2019-07-02,"工程机械行业2019年6月月报:行业复苏进入下半场,关注工程机械轮动复苏机会",东莞证券
1138,2019-06-24,恒立液压：年报推10派3元 股权登记日7月2日,金融界
1139,2019-06-24,恒立液压(601100.SH)拟每10股派3元 股权登记日7月2日,格隆汇
1140,2019-06-18,机械制造：电梯业务成长确定性高 荐8股,中信建投
1141,2019-06-12,"机械行业:挖掘机,5月销量略降符合预期,两大内资龙头保持两位数增长",国金证券
1142,2019-06-12,机械行业:中航光电,信达证券
1143,2019-06-09,恒立液压：油缸结构优化，泵阀市占率持续提升,琨论机械
1144,2019-06-09,机械制造：锂电投资不断超预期 荐10股,东吴证券
1145,2019-06-08,机械制造：南京规划到2020年建设地下综合管廊66公里,川财证券
1146,2019-06-04,"工程机械行业2019年5月月报:挖掘机销量增速有所回落,汽车起重机销售依旧高增长",东莞证券
1147,2019-05-29,机械制造：4月电梯产量增速远超预期 荐8股,中信建投
1148,2019-05-26,机械制造：机械设备周报 荐5股,东海证券
1149,2019-05-24,机械行业“解惑”系列之五:挖机增速能决定股票的买卖方向吗?,广发证券
1150,2019-05-20,工程机械行业周报:主机龙头大比例回购股票传递积极信号,德邦证券
1151,2019-05-13,【朝闻国盛0513】新局面新变化，坚守核心资产,国盛证券研究所
1152,2019-05-13,"工程机械行业周报:4月挖掘机销量增速放缓,后周期设备增速有望更高",德邦证券
1153,2019-05-13,机械行业研究:挖掘机开始步入平稳增长阶段;汽车起重机、混凝土机械接力高增长,国金证券
1154,2019-05-07,工程机械行业2018年报及2019年一季报总结：基本面强劲业绩靓丽，行业龙头优势显著,华创机械
1155,2019-05-07,机械行业:本周暂停,信达证券
1156,2019-05-06,机械制造：工程机械需求旺盛 荐7股,财信证券
1157,2019-05-05,机械制造：机械行业一季度业绩触底回暖 荐10股,东吴证券
1158,2019-05-05,恒立液压：一季度净利润升108.13%至3.26亿元,我的钢铁
1159,2019-04-29,55只个股被逆市调高至“买入”，三维度挖掘反弹急先锋,证券日报
1160,2019-04-28,【东吴机械周观点】预计挖机4月仍将正增长，宁德时代加速扩产节奏,透视先进制造
1161,2019-04-25,"东莞证券：将恒立液压评级调高为""推荐""",Wind
1162,2019-04-24,大幅上调目标价策略（4月24日）,Wind
1163,2019-04-24,东吴证券：上调恒立液压评级至买入,Wind
1164,2019-04-24,"恒立液压:行业持续高景气,公司业绩实现翻番增长",正点财经
1165,2019-04-24,中银国际：研究每日速递(零售),和讯
1166,2019-04-24,【机械】601100*恒立液压:油缸产品量价齐升，泵阀产品翻倍增长*买入,微信
1167,2019-04-24,上调评级至买入策略选股（4月24日）,Wind
1168,2019-04-24,恒立液压2019年第一季度净利3.26亿元 董事长汪立平未持有公司股份,挖贝网
1169,2019-04-24,恒立液压（601100）2018年报及2019年一季报点评：2018业绩靓丽，2019进口替代持续【华创机械李佳团队】,华创机械
1170,2019-04-24,"恒立液压2018年年报及2019年一季报点评:经营业绩大幅提升,盈利能力持续增强",东莞证券
1171,2019-04-24,"恒立液压:业绩超预期,期待中大挖泵阀放量",国金证券
1172,2019-04-24,"恒立液压:18年业绩增长亮眼,现金流改善显著,19Q1净利润再翻倍",平安证券
1173,2019-04-23,恒立液压去年净利8.37亿同比增长119% 董事长汪立平薪酬83万,挖贝网
1174,2019-04-23,"东吴证券：将恒立液压评级调高为""买入""",Wind
1175,2019-04-23,恒立液压18年报及19一季报点评：业绩符合预期，盈利能力持续提升【华泰机械章诚团队】,华泰机械
1176,2019-04-23,恒立液压(601100.SH)2018年度净利润升119.05%至8.37亿元,格隆汇
1177,2019-04-23,恒立液压(601100.SH)一季度净利润升108.13%至3.26亿元,格隆汇
1178,2019-04-22,公告精选：仙坛股份等一季度净利大增；软通动力筹划借壳上市,e公司
1179,2019-04-22,恒立液压：2018年净利润同比增119.05%,Wind
1180,2019-04-22,恒立液压：一季度净利润同比增108.13%,Wind
1181,2019-04-21,【华创机械 | 周观点】一季度经济运行好于预期，继续关注结构分化中的机遇,华创机械
1182,2019-04-19,恒立液压：看好公司长期投资价值 强烈推荐评级,和讯
1183,2019-04-18,"机械行业研究:工程机械龙头,能否超越上轮周期高点",国金证券
1184,2019-04-15,【华创机械 | 周观点】3月社融数据超预期，挖机销量在高基数下持续增长,华创机械
1185,2019-04-15,"机械设备行业:继续看好工程机械核心资产,重点关注工业机器人等中游设备制造行业",东北证券
1186,2019-04-10,机械制造：一季度工程机械有望超预期 荐8股,和讯
1187,2019-04-10,机械制造：全年挖掘机销量依然乐观 荐4股,上海证券
1188,2019-04-09,机械行业:浙江鼎力,信达证券
1189,2019-04-08,【东吴机械周观点】业绩亮眼叠加景气度超预期，持续超配工程机械与油服,透视先进制造
1190,2019-04-08,锂电池产能有哪些消化的空间？【天风机械周报1915】,高端装备新视角
1191,2019-04-01,机械制造：制造业PMI重回荣枯线上方 荐8股,东北证券
1192,2019-03-26,"工程机械:三一破1000亿市值,后工业化时代龙头有望持续创新高",正点财经
1193,2019-03-25,恒立液压：国产替代成必然趋势 强烈推荐评级,和讯
1194,2019-03-25,周观点：科创板启幕，关注机器人及智能装备等领域优势企业【华泰机械章诚团队】,华泰机械
1195,2019-03-25,"机械设备行业:定调“继续增加基建规模支持新能源汽车”,继续看好工程机械核心资产",东北证券
1196,2019-03-24,机械制造：2019年有望达历史最高水平 荐12股,广发证券
1197,2019-03-24,机械制造：国家重点研发计划智能机器人专项2018年项目公示,川财证券
1198,2019-03-19,"机械设备周报:科沃斯awe展发布人工智能新品,进一步巩固行业龙头地位",国海证券
1199,2019-03-18,机械制造：继续看好业绩高增长工程机械板块 荐5股,和讯
1200,2019-03-15,机械制造：MSCI权重提升叠加行业景气持续 荐4股,和讯
1201,2019-03-14,机械行业2019年第二季度投资策略报告:从轨交、工程机械、锂电和激光设备四纬度寻找优质标的,渤海证券
1202,2019-03-14,"2019年2月挖掘机销量动态点评:2月份销量超预期,国产龙头企业市场占有率持续扩大",上海证券
1203,2019-03-11,"机械设备行业周报:两会首提“智能+”概念,两大维度看好受益标的",国海证券
1204,2019-03-10,机械制造：2月份挖机销量超预期 荐2股,平安证券
1205,2019-03-08,"机械设备行业:2月挖机销量超预期,国产品牌表现亮眼",方正证券
1206,2019-03-08,"机械行业事件点评:大幅减税助力制造业转型升级,机械各细分版块将充分受益",东莞证券
1207,2019-03-08,"工程机械行业点评:挖机销量持续超预期,国产品牌市占率提升明显",证券之星
1208,2019-03-05,【机械】恒立液压：周期+成长共振，全年业绩有望持续高增长,微信
1209,2019-03-05,"机械设备行业周报:京沪高铁启动A股上市,看好轨道交通行业发展",国海证券
1210,2019-03-01,花旗：MSCI及富时指数纳入A股 料引200亿美元被动资金流入,格隆汇
1211,2019-02-28,机械制造：工程机械具有长期投资价值 荐9股,和讯
1212,2019-02-28,"工程机械行业:1月挖机稳健增长,国产份额快速上升",正点财经
1213,2019-02-28,"机械设备行业周报:2019年光伏新政即将出台,持续看好光伏设备板块",国海证券
1214,2019-02-27,艾迪精密：营收净利齐增 行业回暖能否持续？,面包财经
1215,2019-02-26,"恒立液压:业绩符合预期,泵阀持续放量",正点财经
1216,2019-02-26,太平洋证券：一季度工程机械有望超预期,证券时报网
1217,2019-02-25,机械制造：地方政府债加速发行 荐7股,中银国际
1218,2019-02-25,机械设备行业周报:控制器、伺服电机、减速机列入我国工业强基计划重点,正点财经
1219,2019-02-24,机械制造：聚焦业绩高增长的工程机械和成长板块龙头 荐5股,中泰证券
1220,2019-02-22,机构称A股中期反弹将进入第二阶段 4个交易日内13只强势股创出历史新高,证券日报
1221,2019-02-22,机构称A股中期反弹将进入第二阶段 13只强势股创新高,证券日报
1222,2019-02-20,"机械设备行业周报:光伏装机量、发电量列入央企统计考核指标,持续看好光伏设备板块",国海证券
1223,2019-02-19,"机械设备行业周报:供给端驱动渗透,科沃斯差异路线寻海外扩张",正点财经
1224,2019-02-19,43股获券商买入评级 傲农生物目标涨幅达37.83%,Wind
1225,2019-02-18,"工程机械行业跟踪:行业基本面强劲,一季度挖机有望超预期",正点财经
1226,2019-02-18,19日机构强推买入 六股成摇钱树,证券之星
1227,2019-02-18,"机械设备行业:中芯国际先进制程取得重大进展,持续看好国内半导体产业发展",东北证券
1228,2019-02-18,"恒立液压:春季躁动,看好工程机械核心零部件板块",东北证券
1229,2019-02-17,机械制造：从工艺角度看PERC电池设备的投资机会 荐2股,广发证券
1230,2019-02-17,机械制造：南京轨交2019年同时有12条在建6条新开工,川财证券
1231,2019-02-17,机械制造：重视周期股价值回归行情 荐3股,中银国际
1232,2019-02-15,"挖掘机1月份销量点评:销量保持稳健增长,龙头市场份额继续扩大",广发证券
1233,2019-02-14,"机械工业:1月挖机销量稳健增长,国产品牌份额快速提升",正点财经
1234,2019-02-13,恒立液压：业绩高增符合预期 泵阀产品助力未来持续增长,中证网
1235,2019-02-13,恒立液压：液压龙头持续发力 强烈推荐评级,和讯
1236,2019-02-11,中泰证券：聚焦业绩好的工程机械、成长板块龙头看好底部优质股,中泰证券
1237,2019-02-10,机械制造：提效需求促使行业集中度持续提升 荐3股,国盛证券
1238,2019-02-01,另类！这家公司利润翻倍股价涨翻 常州首富壕摆400桌酒席,金融界
1239,2019-02-01,【机械】恒立液压：业绩高增符合预期，泵阀产品助力未来持续增长,微信
1240,2019-02-01,【太平洋证券今日早读】策略：从陆股通与公募持仓分歧看2019年投资机会|吴江银行、东山精密、恒立液压、凌云股份20190201,太平洋证券研究
1241,2019-02-01,【机械|刘国清团队太平洋证券】恒立液压(601100)：挖机行业保持高景气，泵阀放量持续超预期,太平洋证券研究
1242,2019-02-01,"机械设备行业周报2019年1月第5期:基建补短板再提速,持续推荐轨交设备与工程机械板块",长城证券
1243,2019-02-01,"恒立液压:业绩大幅预增,产能利用饱满提升盈利能力",安信证券
1244,2019-01-30,恒立液压2018年实现净利8.2亿至8.8亿元 同比增长115%至130%,挖贝网
1245,2019-01-28,"机械设备行业周报:软包电池崛起,设备引领行业发展强",正点财经
1246,2019-01-28,"机械设备行业周报:平价上网时代加速到来,持续看好光伏设备板块",国海证券
1247,2019-01-28,"2019年机械行业周报1月第5期:动力电池扩产利好锂电设备,“三桶油”或将加大油气开发",证券之星
1248,2019-01-27,机械制造：重庆轨道交通五A线和四号线二期工可研正式获批,川财证券
1249,2019-01-27,锂电板块热情延续，基建龙头估值修复【天风机械周报2019W4】,高端装备新视角
1250,2019-01-25,"机械行业周报:页岩气开发势在必行,油服板块持续受益",证券之星
